IMG0241_0602.195932.002.raw,12763.770116
IMG0242_0602.195945.358.raw,21748.118898
IMG0243_0602.200048.906.raw,12764.334480
IMG0244_0602.200102.247.raw,21747.284967
IMG0245_0602.200205.810.raw,12766.023588
IMG0246_0602.200219.151.raw,21746.335508
IMG0247_0602.200322.730.raw,12758.664283
IMG0248_0602.200336.086.raw,21743.504393
IMG0249_0602.200439.696.raw,12764.207000
IMG0250_0602.200453.037.raw,21742.155232
IMG0251_0602.200556.601.raw,12764.499141
IMG0252_0602.200609.942.raw,21740.618834
IMG0253_0602.200713.505.raw,12760.867294
IMG0254_0602.200726.845.raw,21743.038295
IMG0255_0602.200830.425.raw,12762.270900
IMG0256_0602.200843.766.raw,21750.971259
IMG0257_0602.200947.346.raw,12762.973367
IMG0258_0602.201000.702.raw,21740.005337
IMG0259_0602.201104.250.raw,12763.509845
IMG0260_0602.201117.590.raw,21739.251082
IMG0261_0602.201221.169.raw,12767.595839
IMG0262_0602.201234.510.raw,21746.314261
IMG0263_0602.201338.090.raw,12770.417658
IMG0264_0602.201351.431.raw,21736.179614
IMG0265_0602.201455.010.raw,12765.846975
IMG0266_0602.201508.351.raw,21744.055478
IMG0267_0602.201611.930.raw,12769.720503
IMG0268_0602.201625.271.raw,21749.052422
IMG0269_0602.201728.866.raw,12769.994053
IMG0270_0602.201742.206.raw,21752.686925
IMG0271_0602.201845.848.raw,12769.144188
IMG0272_0602.201859.189.raw,21740.276232
IMG0273_0602.202002.753.raw,12762.863150
IMG0274_0602.202016.109.raw,21740.316069
IMG0275_0602.202119.672.raw,12766.791123
IMG0276_0602.202133.013.raw,21754.317605
IMG0277_0602.202236.607.raw,12772.865006
IMG0278_0602.202249.948.raw,21749.078980
IMG0279_0602.202353.511.raw,12770.284867
IMG0280_0602.202406.852.raw,21755.746441
IMG0281_0602.202510.446.raw,12765.809793
IMG0282_0602.202523.787.raw,21744.230763
IMG0283_0602.202627.351.raw,12767.549362
IMG0284_0602.202640.691.raw,21745.407295
IMG0285_0602.202744.301.raw,12768.861342
IMG0286_0602.202757.642.raw,21746.898544
IMG0287_0602.202901.221.raw,12768.618334
IMG0288_0602.202914.577.raw,21752.860882
