12587.18,21681.56,15110.42,25531.82
12622.02,21703.76,15162.47,25562.27
12635.47,21722.05,15176.24,25587.95
12643.77,21727.94,15188.31,25593.32
12647.05,21740.13,15187.76,25612.60
12654.17,21746.61,15196.18,25617.01
12645.73,21734.68,15186.89,25601.49
12656.48,21738.27,15202.79,25607.49
12656.14,21749.99,15196.63,25620.08
12653.59,21758.15,15193.68,25629.60
12656.79,21744.10,15201.63,25613.02
12662.13,21755.05,15205.54,25626.61
12667.22,21764.97,15212.02,25633.55
12667.58,21766.03,15212.81,25638.76
12662.79,21756.33,15210.03,25631.00
12663.49,21766.94,15208.27,25640.21
12673.71,21760.84,15219.64,25629.94
12665.57,21777.90,15214.16,25655.67
12677.42,21781.86,15224.14,25653.87
12679.93,21782.73,15225.04,25659.87
12672.21,21770.11,15218.51,25644.24
12682.97,21791.94,15229.83,25667.21
12678.00,21783.25,15226.89,25659.23
12683.11,21792.95,15228.96,25669.51
12683.69,21796.02,15232.01,25671.14
12679.55,21797.11,15225.96,25676.66
12679.67,21786.71,15226.24,25659.93
12688.32,21801.66,15233.96,25681.43
12688.69,21797.04,15239.14,25673.78
12689.89,21805.90,15235.13,25682.95
12686.13,21806.71,15232.70,25686.81
12688.30,21806.61,15238.24,25682.01
12687.28,21805.60,15236.20,25686.66
12689.89,21811.95,15234.27,25693.34
12695.58,21802.31,15246.67,25680.57
12691.87,21809.70,15240.66,25687.36
12691.03,21812.67,15237.38,25689.78
12692.38,21822.53,15240.30,25699.86
12697.33,21820.91,15246.30,25702.81
12693.08,21816.58,15241.67,25698.46
12698.28,21818.40,15249.79,25702.82
12695.05,21821.83,15242.80,25700.23
12696.73,21816.22,15244.65,25694.24
12700.22,21820.92,15250.63,25703.02
12696.73,21823.30,15244.19,25706.01
12697.43,21820.86,15246.85,25701.00
12703.07,21822.63,15252.49,25703.20
12704.09,21836.27,15254.23,25718.08
12697.13,21838.98,15244.15,25723.70
12705.95,21840.50,15255.59,25723.08
12699.01,21824.06,15248.65,25707.94
12707.86,21833.49,15258.32,25715.42
12707.15,21845.38,15255.65,25726.16
12708.11,21843.65,15258.12,25727.43
12706.23,21841.79,15258.38,25724.17
12710.52,21843.19,15263.00,25724.60
12705.67,21838.46,15255.86,25721.15
12711.74,21841.40,15260.22,25723.81
12707.29,21843.73,15258.30,25726.93
12705.28,21850.56,15256.11,25737.78
12702.76,21849.97,15252.61,25733.70
12704.45,21842.34,15255.72,25726.35
12706.49,21837.10,15255.88,25721.45
12709.97,21844.66,15261.26,25725.22
12708.31,21853.93,15255.93,25738.49
12710.86,21846.48,15262.09,25726.93
12710.31,21846.60,15260.78,25729.08
12712.13,21851.97,15264.68,25735.40
12717.32,21858.41,15268.72,25742.04
12714.57,21858.35,15267.11,25744.71
12717.98,21843.02,15268.96,25722.75
12718.72,21844.67,15273.71,25726.81
12713.87,21853.07,15263.64,25737.88
12711.87,21852.31,15263.88,25733.66
12712.86,21857.52,15262.95,25746.26
12710.68,21849.46,15260.89,25734.26
12718.51,21856.44,15270.21,25742.95
12712.01,21854.68,15264.08,25737.66
12715.27,21864.50,15266.99,25750.83
12710.78,21846.15,15262.38,25729.12
12712.22,21862.32,15261.91,25749.81
12713.65,21854.06,15267.23,25735.26
12721.00,21848.06,15275.39,25735.83
12713.31,21868.64,15263.15,25752.94
12719.85,21849.77,15274.08,25733.67
12718.37,21853.02,15272.07,25743.23
12712.29,21869.59,15263.63,25760.42
12718.02,21862.26,15272.37,25747.77
12717.56,21859.49,15272.19,25745.94
12719.61,21861.78,15275.20,25748.68
12713.75,21862.96,15265.08,25749.68
12722.73,21865.70,15276.41,25755.07
12718.24,21862.95,15273.73,25749.41
12717.44,21859.23,15271.34,25744.95
12716.38,21860.49,15269.98,25746.64
12710.59,21857.30,15261.38,25743.69
12718.16,21862.31,15270.01,25745.98
12722.52,21861.07,15276.45,25748.21
12722.17,21861.59,15276.47,25746.58
12714.62,21863.08,15269.75,25749.88
12713.51,21851.10,15265.33,25734.53
12711.55,21850.01,15262.89,25732.67
12718.11,21859.59,15269.83,25747.33
12716.92,21860.05,15269.81,25747.20
12716.93,21858.01,15266.49,25740.51
12718.09,21859.99,15270.06,25746.51
12707.37,21842.46,15257.38,25725.08
12707.13,21842.71,15260.03,25722.56
12714.80,21847.25,15270.02,25733.51
12706.17,21852.46,15256.64,25738.90
12704.74,21855.19,15258.18,25742.03
12707.50,21849.77,15256.51,25733.40
12707.68,21841.73,15258.11,25724.79
12706.73,21849.17,15258.64,25732.04
12708.45,21849.16,15263.08,25735.08
12712.99,21838.05,15264.18,25721.39
12706.92,21840.34,15255.01,25719.09
12706.21,21854.33,15255.48,25740.03
12707.90,21842.23,15258.88,25722.00
12715.09,21839.03,15267.64,25720.48
12712.58,21856.59,15263.61,25739.22
12713.38,21855.90,15266.09,25741.02
12715.32,21854.96,15263.01,25736.89
12707.75,21852.46,15256.19,25736.22
12712.16,21851.54,15263.89,25733.64
12713.19,21848.59,15264.57,25731.83
12709.46,21851.71,15258.72,25735.22
12711.12,21859.33,15259.30,25744.55
12711.26,21849.51,15262.32,25730.97
12713.58,21847.57,15259.31,25724.48
12717.08,21856.64,15263.47,25736.73
12719.23,21846.08,15272.18,25725.52
12715.41,21853.89,15264.68,25734.04
12719.48,21858.16,15269.53,25736.37
12719.93,21862.28,15268.84,25741.93
12719.64,21849.22,15266.73,25726.95
12712.81,21849.86,15259.30,25729.77
12715.78,21864.14,15265.99,25748.18
12721.94,21858.98,15269.78,25738.33
12719.48,21866.01,15266.09,25744.75
12716.17,21854.88,15263.09,25735.54
12717.98,21854.94,15266.08,25734.69
12719.61,21855.92,15267.09,25737.42
12718.73,21863.40,15265.58,25743.86
12720.90,21866.79,15268.64,25750.00
12717.23,21859.51,15267.21,25734.72
12722.31,21867.07,15266.39,25747.15
12720.39,21864.37,15265.14,25742.58
12721.70,21861.73,15268.66,25736.66
12725.73,21860.17,15274.25,25740.78
12722.65,21873.64,15270.85,25756.02
12729.02,21870.38,15279.94,25749.45
12723.69,21868.91,15270.70,25751.64
12722.95,21870.71,15273.22,25751.44
12731.59,21870.59,15280.40,25744.76
12733.45,21879.85,15282.23,25756.39
12727.66,21872.54,15275.09,25755.74
12732.81,21879.45,15282.35,25758.89
12727.96,21876.73,15274.35,25755.87
12734.38,21868.46,15284.41,25747.24
12730.13,21867.27,15273.73,25746.70
12727.19,21868.02,15275.25,25749.73
12729.53,21889.58,15274.44,25771.13
12734.52,21885.50,15284.48,25763.38
12738.05,21878.51,15282.85,25755.67
12729.92,21879.88,15278.60,25757.22
12738.18,21877.03,15284.68,25756.13
12733.39,21883.38,15280.38,25764.65
12734.05,21873.99,15280.73,25750.06
12734.05,21894.25,15280.19,25774.30
12734.01,21885.58,15285.50,25765.57
12737.60,21892.85,15282.15,25773.74
12740.77,21891.15,15289.74,25775.08
12736.49,21892.53,15283.43,25767.89
12737.14,21893.07,15282.75,25771.48
12742.66,21889.46,15291.81,25767.89
12742.74,21899.75,15291.55,25784.96
12745.96,21902.11,15292.89,25785.81
12749.28,21901.59,15296.33,25785.10
12743.38,21898.67,15287.41,25780.06
12745.59,21900.94,15293.36,25776.99
12746.84,21891.90,15296.47,25770.04
12748.36,21898.63,15298.18,25780.68
12747.19,21906.26,15293.31,25786.93
12750.40,21897.95,15297.93,25775.95
12745.58,21903.90,15292.68,25786.46
12743.96,21899.56,15290.57,25777.56
12748.91,21912.51,15295.93,25790.33
12755.37,21910.58,15304.83,25786.64
12751.69,21897.38,15295.69,25776.26
12750.41,21913.30,15299.30,25795.03
12756.08,21905.87,15308.04,25784.78
12754.61,21917.35,15302.17,25800.03
12750.07,21910.70,15296.99,25793.50
12757.01,21916.26,15306.58,25798.15
12758.81,21902.52,15307.79,25779.04
12759.61,21905.10,15308.31,25781.84
12751.56,21914.67,15297.69,25794.37
12757.80,21906.43,15307.37,25785.32
12756.11,21916.29,15302.69,25795.37
